2;French Polynesia, Pacific Ocean;-17.616450478658194;-149.42504857812497;http://www.where-is-this.com/files/Images/content/original/129778424227ece06de4ec52858c48db144ca1bea3.jpg
3;El Corte Inglese, Barcelona , Spain;41.38723337354311;2.171226739883423;http://www.where-is-this.com/files/Images/content/original/1297785263659f56304e7abb4dc520de863bb01c35.jpg
4;Grand Teton Nationalpark, Wyoming, USA ;43.86743910617294;-110.34393310546875;http://www.where-is-this.com/files/Images/content/original/129778541812ef18a383f4348aa8797d2bc2014c73.jpg
21;Very Large Array, new mexiko, usa;34.079096193269365;-107.61812210083008;http://www.where-is-this.com/files/Images/content/original/12978460489974cbd04afca13a61af7f66c3a8b722.jpg
22;Kelebekler vadisi (Buttefly valley) Turkey;36.496769012500565;29.12750244140625;http://www.where-is-this.com/files/Images/content/original/12982930645f069f9c69f1d6c537b5b1d2ca9c04da.jpeg
23; Gorges du Verdon, France ;43.801777238563304;6.249525547027588;http://www.where-is-this.com/files/Images/content/original/1298293155df39c64e81a7cee47f1cb3d28336f7c2.jpeg
24; Eisodion Street, Chania, Crete, Greece;35.516129548936576;24.01819869875908;http://www.where-is-this.com/files/Images/content/original/12982932535097884c918729defa1fba9b0f5572e4.jpeg
25;Red Beach, Akrotiri, Santorini, Greece;36.36822190085111;25.4168701171875;http://www.where-is-this.com/files/Images/content/original/12982933763a028f1d0db8cfc4e39d40adea604ed6.jpg
26;Vernazza, Italy;44.13520604713906;9.682334661483764;http://www.where-is-this.com/files/Images/content/original/1298294344090f200b52dfbf9d780263b79a4db03a.jpeg
53;stockholm, sweden;59.33066665495469;18.094364404678344;http://www.where-is-this.com/files/Images/content/original/1299493791edbd8501ba20c507446bfcbc672f3abc.JPG
54; Podgaric, Croatia;45.640761513791325;16.777764558792114;http://www.where-is-this.com/files/Images/content/original/1299600568608390252e2b541d3446201f0a4c15ad.jpg
56;Balea Lac caban, Fagaras mountains, Romania;45.603865125332966;24.615168571472168;http://www.where-is-this.com/files/Images/content/original/12996006796a70391bebcc607eaac6ce58775dd7e7.jpeg
57;Son Doong Cave, Phong Nha-Ke Bang National Park, Vietnam;17.47163257597424;106.28766059875488;http://www.where-is-this.com/files/Images/content/original/1299600681530148bf16ae32733b296e5b1dda4669.jpg
58;Silver Lake, Mox Peaks, Washington, USA;48.98734251962295;-121.23258590698242;http://www.where-is-this.com/files/Images/content/original/12996006921d847b10b80931e0b32783aa3b1f2498.jpeg
59;Chartreuse Mountains (L'Aulp du Seuil) in Eastern France, Europe;45.36930673831023;5.904851209777803;http://www.where-is-this.com/files/Images/content/original/1299600706f18f8911c0451ab6f89b53d2c4cb35c5.jpeg
60;Burg hohenzollern, Baden-württemberg, germany;48.3231346521953;8.967418670654297;http://www.where-is-this.com/files/Images/content/original/129960072720c3868dbe59833fb17d894df4879701.jpeg
61;South bank of the Columbia Gorge, portland, oregon, usa;45.59086813645654;-122.07673072814941;http://www.where-is-this.com/files/Images/content/original/1299600748f9df9744a6c7123f61854de58e1a58df.jpeg
62;Schlosshotel Igls, Igls, Austria;47.232610104375276;11.407086253166198;http://www.where-is-this.com/files/Images/content/original/1299600761d67e4ddec336d84bcf15d0af07dd44de.jpeg
63;Il Vallone dei Mulini, Sorrento, Italy;40.624793789826164;14.37649816274643;http://www.where-is-this.com/files/Images/content/original/1299600777638a6e3b6464cb4950f8feff06b56780.jpeg
64;Plitvice Lakes in Croatia;44.881822530761106;15.618867874145508;http://www.where-is-this.com/files/Images/content/original/12996007949593a3d47be49ffca0b081f689d5d38d.jpeg
